Station Description:,38a Oceanographic Mooring
2009.283,7.975
2009.286,8.025
2009.289,8.1
2009.292,8.05
2009.294,8
2009.297,8.0125
2009.300,8.075
2009.303,8.075
2009.306,8.0875
2009.308,8.075
2009.311,8.05
2009.314,8.0125
2009.317,8.0125
2009.319,8.0125
2009.322,8.075
2009.325,8.0625
2009.328,8.025
2009.331,8.1875
2009.333,8.2625
2009.336,8.125
2009.339,8.075
2009.342,8.1125
2009.344,8.1625
2009.347,8.2
2009.350,8.2
2009.353,8.2
2009.356,8.2375
2009.358,8.3
2009.361,8.3
2009.364,8.3
2009.367,8.2375
2009.369,8.2875
2009.372,8.2875
2009.375,8.3375
2009.378,8.275
2009.381,8.3375
2009.383,8.5375
2009.386,8.4875
2009.389,8.475
2009.392,8.425
2009.394,8.4
2009.397,8.3875
2009.400,8.4
2009.403,8.4
2009.406,8.4
2009.408,8.3875
2009.411,8.4
2009.414,8.4625
2009.417,8.5
2009.417,8.5
2009.419,8.5
2009.422,8.5875
2009.425,8.5875
2009.428,8.5625
2009.431,8.7
2009.433,8.7875
2009.436,8.9125
2009.439,8.8
2009.442,8.8143
2009.444,8.925
2009.447,8.95
2009.450,8.9625
2009.453,9.0625
2009.456,9.1375
2009.458,9.1875
2009.461,9.225
2009.464,9.025
2009.467,9.0375
2009.469,9.0375
2009.472,9.1375
2009.475,9.375
2009.478,9.6
2009.481,9.6375
2009.483,10.025
2009.486,9.775
2009.489,9.7875
2009.492,9.6
2009.494,9.5875
2009.497,9.6625
2009.500,9.7625
2009.503,9.9125
2009.506,9.825
2009.508,9.675
2009.511,9.6875
2009.514,9.825
2009.517,9.975
2009.519,10
2009.522,10.0375
2009.525,10.15
2009.528,10.2
2009.531,10.25
2009.533,10.3625
2009.536,10.3625
2009.539,10.36
2009.542,10.475
2009.544,10.3875
2009.547,10.1625
2009.550,10.2875
2009.553,10.3375
2009.556,10.2875
2009.558,10.2375
2009.561,10.1625
2009.564,10.275
2009.567,10.6625
2009.569,10.65
2009.572,10.6
2009.575,10.7
2009.578,10.7125
2009.581,10.7
2009.583,10.6625
2009.583,11.05
2009.586,11.8
2009.589,11.6375
2009.592,10.9125
2009.594,11.1625
2009.597,12.05
2009.600,12.4375
2009.603,12.475
2009.606,12.3875
2009.608,12.35
2009.611,12.325
2009.614,12.4125
2009.617,12.375
2009.619,12.35
2009.622,12.375
2009.625,11.9375
2009.628,11.6625
2009.631,11.9
2009.633,12.9
2009.636,12.6375
2009.639,12.475
2009.642,12.65
2009.644,12.55
2009.647,12.575
2009.650,12.7125
2009.653,12.8125
2009.656,12.825
2009.658,12.75
2009.661,12.4
2009.664,12.4125
2009.667,12.4375
2009.667,12.5
2009.669,12.7125
2009.672,12.7625
2009.675,12.825
2009.678,12.725
2009.681,12.6875
2009.683,12.4875
2009.686,12.6625
2009.689,13.1
2009.692,13.5375
2009.694,13.5
2009.697,13.4
2009.700,13.3875
2009.703,13.6375
2009.706,13.725
2009.708,12.825
2009.711,12.675
2009.714,12.725
2009.717,12.7625
2009.719,12.7
2009.722,12.775
2009.725,12.725
2009.728,13
2009.731,13.45
2009.733,14.025
2009.736,13.975
2009.739,13.8125
2009.742,14.1125
2009.744,13.9125
2009.747,14.15
2009.750,14.2125
2009.753,14.15
2009.756,13.825
2009.758,14.0625
2009.761,14.075
2009.764,14.1
2009.767,14.1
2009.769,14.1
2009.772,14.1
2009.775,14.1
2009.778,14.1
2009.781,14.1
2009.783,14.1
2009.786,14.1
2009.789,14.1
2009.792,14.1
2009.794,14.1
2009.797,14.1
2009.800,14.1
2009.803,14.1
2009.806,14.05
2009.808,13.975
2009.811,13.925
2009.814,13.9
2009.817,13.875
2009.819,13.8875
2009.822,13.9
2009.825,13.9
2009.828,13.8875
2009.831,13.85
2009.833,13.7857
2009.833,13.75
2009.836,13.6625
2009.839,13.6
2009.842,13.5125
2009.844,13.4375
2009.847,13.4375
2009.850,13.2875
2009.853,13.225
2009.856,13.2
2009.858,13.1875
2009.861,13.0375
2009.864,13.075
2009.867,13.0625
2009.869,12.9
2009.872,12.8625
2009.875,12.9375
2009.878,12.8875
2009.881,12.7625
2009.883,12.7875
2009.886,12.875
2009.889,12.725
2009.892,12.85
2009.894,12.525
2009.897,12.5625
2009.900,12.6625
2009.903,12.625
2009.906,12.7
2009.908,12.6625
2009.911,12.65
2009.914,12.5125
2009.917,12.4125
2009.919,12.35
2009.922,12.325
2009.925,12.26
2009.928,12.2125
2009.931,12.25
2009.933,12.225
2009.936,12.175
2009.939,12.1
2009.942,12.075
2009.944,11.95
2009.947,11.8125
2009.950,11.7125
2009.953,11.775
2009.956,11.775
2009.958,11.725
2009.961,11.7125
2009.964,11.575
2009.967,11.425
2009.969,11.35
2009.972,11.3
2009.975,11.15
2009.978,11.175
2009.981,11.1125
2009.983,11.0375
2009.986,10.9125
2009.989,10.95
2009.992,10.8625
2009.994,10.85
2009.997,10.5375
2010.000,10.2875
2010.000,9.925
2010.003,10.225
2010.006,10.2
2010.008,10.02
2010.011,9.65
2010.014,9.5625
2010.017,9.575
2010.019,9.4625
2010.022,9.5625
2010.025,9.575
2010.028,9.2625
2010.031,9.2125
2010.033,9.1375
2010.036,8.9875
2010.039,8.9875
2010.042,8.875
2010.044,8.75
2010.047,8.6125
2010.050,8.55
2010.053,8.5625
2010.056,8.6
2010.058,8.525
2010.061,8.6125
2010.064,8.5375
2010.067,8.375
2010.069,8.1
2010.072,7.8125
2010.075,7.6
2010.078,7.6625
2010.081,7.75
2010.083,7.8625
2010.083,8.025
2010.086,8.1875
2010.089,8.2875
2010.092,8.275
2010.094,8.2625
2010.097,8.3375
2010.100,8.1875
2010.103,8.05
2010.106,8
2010.108,8.025
2010.111,7.9125
2010.114,7.9875
2010.117,7.9625
2010.119,7.95
2010.122,7.9375
2010.125,7.875
2010.128,7.8
2010.131,7.725
2010.133,7.6625
2010.136,7.675
2010.139,7.625
2010.142,7.78
2010.144,8.0125
2010.147,7.975
2010.150,7.6875
2010.153,7.6875
2010.156,7.625
2010.158,7.625
2010.167,7.7
2010.169,7.6875
2010.172,7.7
2010.175,7.7125
2010.178,7.6875
2010.181,7.7375
2010.183,7.775
2010.186,7.775
2010.189,7.7875
2010.192,7.8125
2010.194,7.7875
2010.197,7.8125
2010.200,7.8
2010.203,7.75
2010.206,7.7375
2010.208,7.7625
2010.211,7.725
2010.214,7.65
2010.217,7.7
2010.219,7.7125
2010.222,7.7
2010.225,7.7
2010.228,7.7
2010.231,7.6875
2010.233,7.675
2010.236,7.65
2010.239,7.6
2010.242,7.6
2010.244,7.6
2010.247,7.6
2010.250,7.6
2010.250,7.6
2010.253,7.575
2010.256,7.5875
2010.258,7.5875
2010.261,7.6
2010.264,7.6
2010.267,7.6
2010.269,7.6
2010.272,7.575
2010.275,7.6
2010.278,7.6
2010.281,7.6
2010.283,7.6
2010.286,7.6
2010.289,7.6
2010.292,7.6
2010.294,7.6
2010.297,7.6
2010.300,7.6
2010.303,7.6
2010.306,7.6
2010.308,7.6
2010.311,7.6
2010.314,7.6
2010.317,7.6
2010.319,7.6
2010.322,7.6
2010.325,7.6
2010.328,7.6
2010.331,7.6
2010.333,7.6
2010.336,7.6
2010.339,7.62
2010.342,7.7125
2010.344,7.7
2010.347,7.6125
2010.350,7.6375
2010.353,7.8625
2010.356,7.775
2010.358,7.6125
2010.361,7.625
2010.364,7.6125
2010.367,7.8
2010.369,7.9625
2010.372,8.05
2010.375,8.025
2010.378,7.8875
2010.381,7.8625
2010.383,7.9375
2010.386,8.05
2010.389,8.1125
2010.392,8.0875
2010.394,7.9125
2010.397,7.8875
2010.400,7.925
2010.403,7.975
2010.406,8.025
2010.408,8
2010.411,8.05
2010.414,8.1
2010.417,8.05
2010.417,8.025
2010.419,8.1
2010.422,8.3375
2010.425,8.3125
2010.428,8.2125
2010.431,8.0375
2010.433,8
2010.436,8.0875
2010.439,8.1
2010.442,8.075
2010.444,8.125
2010.447,8.1375
2010.450,8.2375
2010.453,8.2875
2010.456,8.375
2010.458,8.4
2010.461,8.4
2010.464,8.4125
2010.467,8.4625
2010.469,8.5625
2010.472,8.45
2010.475,8.4125
2010.478,8.45
2010.481,8.45
2010.483,8.4375
2010.486,8.4625
2010.489,8.5
2010.492,8.45
2010.494,8.5
2010.497,8.5
2010.500,8.5875
2010.503,8.7375
2010.506,8.925
2010.508,9.1875
2010.511,10.025
2010.514,10.3
2010.517,10.075
2010.519,10.1875
2010.522,10.2875
2010.525,10.5125
2010.528,10.575
2010.531,10.5875
2010.533,10.5125
2010.536,10.5875
2010.539,10.6125
2010.542,10.5625
2010.544,10.5
2010.547,10.55
2010.550,10.6125
2010.553,10.6375
2010.556,10.65
2010.558,10.6875
2010.561,10.7
2010.564,10.6875
2010.567,10.7
2010.569,10.7
2010.572,10.7375
2010.575,10.9375
2010.578,11.0125
2010.581,10.9875
2010.583,10.9875
2010.583,10.425
2010.586,10.5875
2010.589,10.75
2010.592,10.7875
2010.594,10.7875
2010.597,10.7375
2010.600,10.75
2010.603,10.7
2010.606,10.7
2010.608,10.7375
2010.611,11.0125
2010.614,11.0625
2010.617,10.9625
2010.619,10.9875
2010.622,11.0625
2010.625,11.15
2010.628,11.225
2010.631,11.24
2010.633,11.15
2010.636,11.2625
2010.639,11.25
2010.642,11.275
2010.644,11.775
2010.647,11.6125
2010.650,11.375
2010.653,11.3
2010.656,11.3875
2010.658,11.4
2010.661,11.35
2010.664,11.7
2010.667,12.1375
2010.667,11.675
2010.669,11.375
2010.672,11.4
2010.675,11.3875
2010.678,11.4125
2010.681,11.7
2010.683,11.65
2010.686,11.7375
2010.689,12.4625
2010.692,12.4375
2010.694,12.425
2010.697,12.55
2010.700,12.2125
2010.703,12.1
2010.706,12.5
2010.708,12.875
2010.711,12.0875
2010.714,12.05
2010.717,12.05
2010.719,12.0625
2010.722,11.975
2010.725,12.0625
2010.728,12.2375
2010.731,12.6
2010.733,12.5375
2010.736,12.4
2010.739,12.85
2010.742,12.9625
2010.744,12.6625
2010.747,12.4
2010.750,12.45
2010.753,12.575
2010.756,12.6875
2010.758,12.9625
2010.761,12.9375
2010.764,13.2125
2010.767,13.4625
2010.769,13.6625
2010.772,13.65
2010.775,13.725
2010.778,13.725
2010.781,13.725
2010.783,13.475
2010.786,13.5125
2010.789,13.1
2010.792,12.95
2010.794,13.1375
2010.797,13.175
2010.800,13.15
2010.803,13.0625
2010.806,13.0625
2010.808,13.125
2010.811,13.2
2010.814,13.1875
2010.817,13.2125
2010.819,13.2
2010.822,13.2
2010.825,13.2
2010.828,13.1875
2010.831,13.1125
2010.833,13.1125
2010.833,13.075
2010.839,12.94
2010.842,12.975
2010.844,12.9375
2010.847,12.9
2010.850,12.8625
2010.853,12.775
2010.856,12.6875
2010.858,12.7
2010.861,12.675
2010.864,12.4875
2010.867,12.45
2010.869,12.4
2010.872,12.4
2010.875,12.325
2010.878,12.2875
2010.881,12.425
2010.883,12.4875
2010.886,12.3875
2010.889,12.275
2010.892,12.2
2010.894,12.5375
2010.897,12.5125
2010.900,12.3875
2010.903,12.325
2010.906,12.275
2010.908,12.4125
2010.911,12.375
2010.914,12.175
2010.917,11.9875
2010.919,11.825
2010.922,11.7625
2010.925,11.8375
2010.928,11.675
2010.931,11.5625
2010.933,11.45
2010.936,11.3571
2010.939,11.35
2010.942,11.3
2010.944,11.2875
2010.947,11.225
2010.950,11.1625
2010.953,11.0875
2010.956,11
2010.958,10.925
2010.961,10.9875
2010.964,10.825
2010.967,10.6125
2010.969,10.5125
2010.972,10.375
2010.975,10.3125
2010.978,10.1875
2010.981,10.2875
2010.983,10.2125
2010.986,10.0875
2010.989,10.0375
2010.992,10.0125
2010.994,9.9375
2010.997,9.9625
2011.000,10
2011.000,9.9625
2011.003,9.8875
2011.006,9.8333
2011.008,9.7375
2011.011,9.6375
2011.014,9.55
2011.017,9.4125
2011.019,9.3875
2011.022,9.375
2011.025,9.3375
2011.028,9.3375
2011.031,9.25
2011.033,9.2
2011.036,9.2
2011.039,9.2
2011.042,9.275
2011.044,9.2125
2011.047,9.025
2011.050,9.2
2011.053,9.1625
2011.056,9.125
2011.058,9.1
2011.061,8.9
2011.064,8.7375
2011.067,8.6875
2011.069,8.65
2011.072,8.675
2011.075,8.6875
2011.078,8.5625
2011.081,8.5125
2011.083,8.6375
2011.083,8.4875
2011.086,8.6375
2011.089,8.7
2011.092,8.7
2011.094,8.675
2011.097,8.4875
2011.100,8.525
2011.103,8.475
2011.106,8.45
2011.108,8.45
2011.111,8.45
2011.114,8.4375
2011.117,8.4
2011.119,8.4
2011.122,8.4
2011.125,8.4125
2011.128,8.5
2011.131,8.5
2011.133,8.5
2011.136,8.4375
2011.139,8.4
2011.142,8.4
2011.144,8.4
2011.147,8.4
2011.150,8.4
2011.153,8.4
2011.156,8.4125
2011.158,8.4
2011.167,8.45
2011.169,8.425
2011.172,8.4
2011.175,8.4
2011.178,8.4
2011.181,8.3625
2011.183,8.375
2011.186,8.4
2011.189,8.4
2011.192,8.3875
2011.194,8.4
2011.197,8.4
2011.200,8.4
2011.203,8.4
2011.206,8.4
2011.208,8.3875
2011.211,8.2875
2011.214,8.2875
2011.217,8.1875
2011.219,8.1
2011.222,8.15
2011.225,8.2
2011.228,8.1625
2011.231,8.2
2011.233,8.2125
2011.236,8.175
2011.239,8.175
2011.242,8.175
2011.244,8.1
2011.247,8.1
2011.250,8.125
2011.250,8.2
2011.253,8.2
2011.256,8.2
2011.258,8.2
2011.261,8.175
2011.264,8.175
2011.267,8.125
2011.269,8.1875
2011.272,8.2
2011.275,8.1375
2011.278,8.1
2011.281,8.1125
2011.283,8.1125
2011.286,8.1125
2011.289,8.1125
2011.292,8.15
2011.294,8.175
2011.297,8.175
2011.300,8.1
2011.303,8.1
2011.306,8.1
2011.308,8.1
2011.311,8.1
2011.314,8.1125
2011.317,8.125
2011.319,8.15
2011.322,8.3
2011.325,8.3625
2011.328,8.25
2011.331,8.725
2011.333,9.0625
2011.336,9
2011.339,8.9125
2011.342,8.825
2011.344,8.8625
2011.347,8.8875
2011.350,8.9
2011.353,8.9
2011.356,8.9
2011.358,8.9
2011.361,8.9
2011.364,8.7375
2011.367,8.575
2011.369,8.75
2011.372,8.8625
2011.375,8.825
2011.378,8.8286
2011.381,8.8
2011.383,8.875
2011.386,8.925
2011.389,8.95
2011.392,8.95
2011.394,9.025
2011.397,9
2011.400,8.9125
2011.403,9.0375
2011.406,9.15
2011.408,9.1375
2011.411,9.1125
2011.414,9.1875
2011.417,9.25
2011.417,9.2625
2011.419,9.35
2011.422,9.4
2011.425,9.4
2011.428,9.45
2011.431,9.5125
2011.433,9.5
2011.436,9.5
2011.439,9.45
2011.442,9.4125
2011.444,9.4
2011.447,9.3875
2011.450,9.4
2011.453,9.4375
2011.456,9.4875
2011.458,9.5
2011.461,9.55
2011.464,9.8375
2011.467,9.925
2011.469,10
2011.472,9.95
2011.475,9.95
2011.478,9.85
2011.481,9.775
2011.483,9.725
2011.486,9.8
2011.489,9.8
2011.492,9.8
2011.494,9.8375
2011.497,9.7875
2011.500,9.9625
2011.503,10.0375
2011.506,9.8375
2011.508,9.95
2011.511,10.175
2011.514,10.1125
2011.517,10.125
2011.519,10.2375
2011.522,10.3125
2011.525,10.3375
2011.528,10.3125
2011.531,10.325
2011.533,10.3125
2011.536,10.0875
2011.539,10.2125
2011.542,10.2
2011.544,10.225
2011.547,10.2875
2011.550,10.325
2011.553,10.3125
2011.556,10.5
2011.558,10.6625
2011.561,10.6625
2011.564,10.65
2011.567,10.7125
2011.569,10.7875
2011.572,11.1
2011.575,11.5875
2011.578,11.5625
2011.581,11.3875
2011.583,11.55
2011.583,11.725
2011.586,11.45
2011.589,11.1
2011.592,11.2375
2011.594,11.1375
2011.597,11.2
2011.600,11.05
2011.603,11.0375
2011.606,11.15
2011.608,11.225
2011.611,11.125
2011.614,11.275
2011.617,11.2625
2011.619,11.125
2011.622,11.1375
2011.625,11.275
2011.628,11.625
2011.631,11.75
2011.633,11.66
2011.636,11.8625
2011.639,12.3625
2011.642,12.8125
2011.644,12.8
2011.647,12.2375
2011.650,11.85
2011.653,12.6375
2011.656,12.85
2011.658,12.65
2011.661,12.3625
2011.664,12.2
2011.667,12.1125
2011.667,12.275
2011.669,12.225
2011.672,12.1
2011.675,12.25
2011.678,12.525
2011.681,12.35
2011.683,12.4
2011.686,12.9
2011.689,12.6375
2011.692,12.3
2011.694,12.6125
2011.697,12.725
2011.700,12.875
2011.703,13.5625
2011.706,13.6875
2011.708,13.7
2011.711,13.7
2011.714,13.7
2011.717,13.7
2011.719,13.7
2011.722,13.7
2011.725,13.6875
2011.728,13.7
2011.731,13.5125
2011.733,13.6
2011.736,13.66
2011.739,13.6625
2011.742,13.5625
2011.744,13.6125
2011.747,13.65
2011.750,13.6
2011.753,13.5625
2011.756,13.7125
2011.758,13.8125
2011.761,13.725
2011.764,13.6625
2011.767,13.8
2011.769,13.8
2011.772,13.825
2011.775,13.7125
2011.778,13.725
2011.781,13.85
2011.783,13.8625
2011.786,13.825
2011.789,13.8
2011.792,13.8125
2011.794,13.8375
2011.797,13.7125
2011.800,13.7
2011.803,13.6125
2011.806,13.5875
2011.808,13.5375
2011.811,13.4875
2011.814,13.4875
2011.817,13.5
2011.819,13.5
2011.822,13.4375
2011.825,13.4
2011.828,13.3875
2011.831,13.3875
2011.833,13.4
2011.833,13.4
2011.836,13.4
2011.839,13.4125
2011.842,13.4875
2011.844,13.5375
2011.847,13.475
2011.850,13.4125
2011.853,13.4
2011.856,13.3875
2011.858,13.4
2011.861,13.375
2011.864,13.3375
2011.867,13.325
2011.869,13.3875
2011.872,13.325
2011.875,13.3
2011.878,13.3375
2011.881,13.4375
2011.883,13.3
2011.886,13.3625
2011.889,13.125
2011.892,13.2125
2011.894,13.3625
2011.897,13.2875
2011.900,13.125
2011.903,12.9375
2011.906,12.8625
2011.908,12.7
2011.911,12.6625
2011.914,12.6125
2011.917,12.6125
2011.919,12.6
2011.922,12.5875
2011.925,12.5375
2011.928,12.35
2011.931,12.2
2011.933,11.9375
2011.936,11.8
2011.939,11.5625
2011.942,11.4625
2011.944,11.4167
2011.947,11.4
2011.950,11.375
2011.953,10.9125
2011.956,11.025
2011.958,11.0125
2011.961,10.975
2011.964,10.9375
2011.967,10.8625
2011.969,10.4875
2011.972,10.075
2011.975,10.2625
2011.978,10.3875
2011.981,10.4875
2011.983,10.525
2011.986,10.5375
2011.989,10.6875
2011.992,10.6625
2011.994,10.425
2011.997,10.05
2012.000,10.1375
2012.000,10.0125
2012.003,9.9125
2012.006,9.9
2012.008,9.8875
2012.011,9.8375
2012.014,9.7
2012.017,
2012.019,
2012.022,
2012.025,
2012.028,
2012.031,
2012.033,
2012.036,
2012.039,
2012.042,
2012.044,
2012.047,
2012.050,
2012.053,
2012.056,
2012.058,
2012.061,
2012.064,
2012.067,
2012.069,
2012.072,
2012.075,
2012.078,
2012.081,
2012.083,
2012.083,
2012.086,
2012.089,
2012.092,
2012.094,
2012.097,
2012.100,
2012.103,
2012.106,
2012.108,
2012.111,
2012.114,
2012.117,
2012.119,
2012.122,
2012.125,
2012.128,
2012.150,
2012.153,
2012.156,
2012.158,
2012.161,
2012.167,
2012.169,
2012.172,
2012.175,
2012.178,
2012.181,
2012.183,
2012.186,
2012.189,
2012.192,
2012.194,
2012.197,
2012.200,
2012.203,
2012.206,
2012.208,
2012.211,
2012.214,
2012.217,
2012.219,
2012.222,
2012.225,
2012.228,
2012.231,
2012.233,
2012.236,
2012.239,
2012.242,
2012.244,
2012.247,
2012.250,
2012.250,
2012.253,
2012.256,
2012.258,
2012.261,
2012.264,
2012.267,
2012.269,
2012.272,
2012.275,
2012.278,
2012.281,
2012.283,
2012.286,
2012.289,
2012.292,
2012.294,
2012.297,
2012.300,
2012.303,
2012.306,
2012.308,
2012.311,
2012.314,
2012.317,
2012.319,
2012.322,
2012.325,
2012.328,
2012.331,
2012.333,
2012.336,
2012.339,
2012.342,
2012.344,
2012.347,
2012.350,
2012.353,
2012.356,
2012.358,
2012.361,
2012.364,
2012.367,
2012.369,
2012.372,
2012.375,
2012.378,
2012.381,
2012.383,
2012.386,
2012.389,
2012.392,
2012.394,
2012.397,
2012.400,
2012.403,
2012.406,
2012.408,
2012.411,
2012.414,
2012.417,
2012.417,
2012.419,
2012.422,
2012.425,
2012.428,
2012.431,9
2012.433,9
2012.436,9.025
2012.439,9.175
2012.442,9.2375
2012.444,9.35
2012.447,9.4875
2012.450,9.6375
2012.453,9.675
2012.456,9.4875
2012.458,9.95
2012.461,9.9375
2012.464,10.325
2012.467,10.675
2012.469,10.8
2012.472,10.525
2012.475,10.675
2012.478,10.7625
2012.481,10.15
2012.483,10.125
2012.486,10.0125
2012.489,9.575
2012.492,9.65
2012.494,9.5875
2012.497,9.4625
2012.500,9.4875
2012.503,9.6625
2012.506,9.8625
2012.508,9.925
2012.511,9.9
2012.514,10.025
2012.517,9.9625
2012.519,10.125
2012.522,10.225
2012.525,10.325
2012.528,10.3125
2012.531,10.375
2012.533,10.475
2012.536,10.6
2012.539,10.45
2012.542,10.45
2012.544,10.6375
2012.547,10.65
2012.550,10.625
2012.553,10.6875
2012.556,10.875
2012.558,10.925
2012.561,10.8
2012.564,10.4875
2012.567,10.675
2012.569,11.025
2012.572,10.575
2012.575,10.525
2012.578,10.78
2012.581,11.2125
2012.583,11.4
2012.583,11.6125
2012.586,11.3625
2012.589,11.5
2012.592,11.8875
2012.594,11.85
2012.597,11.775
2012.600,11.725
2012.603,11.725
2012.606,11.7
2012.608,11.725
2012.611,11.775
2012.614,11.6625
2012.617,11.725
2012.619,11.825
2012.622,11.875
2012.625,11.9
2012.628,11.9125
2012.631,12.4
2012.633,12.8
2012.636,12.6375
2012.639,12.2875
2012.642,12.1
2012.644,12.1375
2012.647,12.175
2012.650,12.25
2012.653,12.375
2012.656,13.275
2012.658,12.825
2012.661,13.225
2012.664,12.75
2012.667,12.65
2012.667,12.8
2012.669,12.75
2012.672,12.6625
2012.675,12.375
2012.678,12.175
2012.681,12.225
2012.683,12.2
2012.686,12.225
2012.689,12.8
2012.692,12.7875
2012.694,12.2625
2012.697,12.3375
2012.700,12.525
2012.703,12.725
2012.706,13.025
2012.708,13.25
2012.711,13.4375
2012.714,13.7375
2012.717,13.825
2012.719,13.7875
2012.722,13.875
2012.725,13.95
2012.728,14
2012.731,13.85
2012.733,13.9875
2012.736,14.0625
2012.739,14.26
2012.742,14.6375
2012.744,14.6
2012.747,14.6
2012.750,14.6
2012.753,14.6
2012.756,14.6
2012.758,14.475
2012.761,14.3375
2012.764,14.3125
2012.767,14.3125
2012.769,14.1625
2012.772,13.95
2012.775,14.1
2012.778,14.1
2012.781,14.0875
2012.783,14.075
2012.786,14.025
2012.789,13.85
2012.792,13.8
2012.794,13.7125
2012.797,13.725
2012.800,13.925
2012.803,13.825
2012.806,14
2012.808,13.875
2012.811,13.75
2012.814,13.725
2012.817,13.725
2012.819,13.7125
2012.822,13.5
2012.825,13.7375
2012.828,13.7
2012.831,13.65
2012.833,13.65
2012.833,13.475
2012.836,13.275
2012.839,12.875
2012.842,13.0125
2012.844,12.8875
2012.847,12.95
2012.850,13.1
2012.853,12.9
2012.856,12.9
2012.858,12.9
2012.861,12.9
2012.864,12.8875
2012.867,12.8375
2012.869,12.8
2012.872,12.75
2012.875,12.725
2012.878,12.675
2012.881,12.6
2012.883,12.375
2012.886,12.2125
2012.889,12.2
2012.892,12.25
2012.894,12.2125
2012.897,11.95
2012.900,11.9
2012.903,11.9125
2012.906,11.9
2012.908,11.9375
2012.911,11.85
2012.914,11.85
2012.917,11.75
2012.919,11.6875
2012.922,11.675
2012.925,11.5625
2012.928,11.5286
2012.931,11.35
2012.933,11.2625
2012.936,11.1875
2012.939,11.3125
2012.942,11.2125
2012.944,10.875
2012.947,11.1
2012.950,11.1375
2012.953,11
2012.956,10.975
2012.958,10.9875
2012.961,10.9625
2012.964,11
2012.967,10.875
2012.969,10.9
2012.972,10.775
2012.975,10.675
2012.978,10.6
2012.981,10.6
2012.983,10.6
2012.986,10.55
2012.989,10.45
2012.992,10.4
2012.994,10.4
2012.997,10.4
2013.000,10.3875
2013.000,10.4
2013.003,10.3
2013.006,10.32
2013.008,10.3125
2013.011,10.3
2013.014,10.3
2013.017,10.3375
2013.019,10.3
2013.022,10.3
2013.025,10.3
2013.028,10.225
2013.031,10.2
2013.033,10.125
2013.036,10.125
2013.039,10.1
2013.042,10.0375
2013.044,9.925
2013.047,9.5375
2013.050,9.4
2013.053,9.475
2013.056,9.425
2013.058,9.325
2013.061,9.3625
2013.064,9.3375
2013.067,9.275
2013.069,9.175
2013.072,9.125
2013.075,9.125
2013.078,9.1
2013.081,9.1
2013.083,9.0875
2013.083,8.9375
2013.086,8.675
2013.089,8.725
2013.092,8.875
2013.094,8.8
2013.097,9.075
2013.100,9
2013.103,8.8
2013.106,8.675
2013.108,8.5125
2013.111,8.5
2013.114,8.3125
2013.117,8.1375
2013.119,8.2
2013.122,8.2
2013.125,8.2
2013.128,8.2
2013.131,8.2
2013.133,8.2
2013.136,8.2
2013.139,8.2
2013.142,8.3
2013.144,8.3125
2013.147,8.25
2013.150,8.275
2013.153,8.1875
2013.156,8.125
2013.158,8.1
2013.167,8.075
2013.169,8.025
2013.172,8.025
2013.175,8.025
2013.178,7.9
2013.181,7.875
2013.183,7.85
2013.186,7.8
2013.189,7.8
2013.192,7.8
2013.194,7.8
2013.197,7.775
2013.200,7.7
2013.203,7.7
2013.206,7.65
2013.208,7.65
2013.211,7.7
2013.214,7.7
2013.217,7.5
2013.219,7.5
2013.222,7.5
2013.225,7.5
2013.228,7.5
2013.231,7.5
2013.233,7.5
2013.236,7.5
2013.239,7.5
2013.242,7.5
2013.244,7.5
2013.247,7.48
2013.250,7.425
2013.250,7.4
2013.253,7.325
2013.256,7.225
2013.258,7.1625
2013.261,7.1375
2013.264,7.1125
2013.267,7.175
2013.269,7.2
2013.272,7.2
2013.275,7.2
2013.278,7.2
2013.281,7.2
2013.283,7.2125
2013.286,7.1875
2013.289,7.2
2013.292,7.2
2013.294,7.2
2013.297,7.2
2013.300,7.2
2013.303,7.2
2013.306,7.1875
2013.308,7.2
2013.311,7.2
2013.314,7.2
2013.317,7.2
2013.319,7.2
2013.322,7.2
2013.325,7.2
2013.328,7.1875
2013.331,7.175
2013.333,7.15
2013.336,7.1125
2013.339,7.1
2013.342,7.1
2013.344,7.1
2013.347,7.1
2013.350,7.1
2013.353,7.1
2013.356,7.1
2013.358,7.1
2013.361,7.1125
2013.364,7.1
2013.367,7.1
2013.369,7.1
2013.372,7.1
2013.375,7.1
2013.378,7.1
2013.381,7.1
2013.383,7.1
2013.386,7.1
2013.389,7.2625
2013.392,7.7
2013.394,7.5
2013.397,7.525
2013.400,7.275
2013.403,7.2
2013.406,7.3875
2013.408,7.3375
2013.411,7.225
2013.414,7.3
2013.417,7.4625
2013.417,7.5625
2013.419,7.5625
2013.422,7.425
2013.425,7.4125
2013.428,7.475
2013.431,7.28
2013.433,7.325
2013.436,7.35
2013.439,7.4
2013.442,7.4375
2013.444,7.4875
2013.447,7.6
2013.450,7.55
2013.453,7.675
2013.456,7.7375
2013.458,7.7125
2013.461,7.825
2013.464,7.9125
2013.467,7.825
2013.469,7.825
2013.472,8.1
2013.475,7.975
2013.478,8
2013.481,8.15
2013.483,8.125
2013.486,8.1375
2013.489,8.175
2013.492,8.275
2013.494,8.3875
2013.497,8.5375
2013.500,8.1125
2013.503,8.1
2013.506,8.3625
2013.508,8.45
2013.511,8.65
2013.514,8.6625
2013.517,8.625
2013.519,9.0125
2013.522,8.6125
2013.525,8.4625
2013.528,9.0875
2013.531,9.2375
2013.533,9.225
